endpoint,cohorts,pooled_HR,lower95,upper95,p,prediction_lower95,prediction_upper95,Q,Q_df,Q_p,I2,tau2,test_statistic,inference_df,inference,primary,method,cohort_inputs,analysis
OS,3,1.19420330538264,0.937878877510177,1.52058178170384,0.0872123746942559,0.937878877510177,1.52058178170384,0.971817676968975,2,0.61513788165912,0,0,3.1605474058337,2,Knapp-Hartung/t,TRUE,REML random-effects inverse-variance meta-analysis,GSE17536;GSE17537;TCGA-COAD,"age-adjusted, stage-stratified cohort estimates"
OS,3,1.19420330538264,1.01978188309491,1.39845741351938,0.027585736012879,1.01978188309491,1.39845741351938,0.971817676968975,2,0.61513788165912,0,0,2.20312788910638,,normal/Wald,FALSE,REML random-effects inverse-variance meta-analysis,GSE17536;GSE17537;TCGA-COAD,"age-adjusted, stage-stratified cohort estimates"
