pipeline_version,analysis_key,repeats,outer_folds,inner_folds,completed_folds,median_repeat_oof_c_index,repeat_oof_c_index_q1,repeat_oof_c_index_q3,min_repeat_oof_c_index,max_repeat_oof_c_index,median_within_repeat_jaccard,jaccard_q1,jaccard_q3
crc9-strict-nested-v3.5-unique-mean-primary-highest-mean-training-partition-learned-full-development-frozen-external-strict-highest-mean-full-pipeline,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144,10,5,5,50,0.57454041975681,0.56774438976243,0.579886767104884,0.557267605247646,0.590538336052202,0.153846153846154,0.0833333333333333,0.2
