lambda_ratio,mean_c_index,sd_c_index,se_c_index,min_c_index,max_c_index,inner_folds,best_mean,one_se_eligible,selected,one_se_threshold,repeat_id,outer_fold,analysis_key
0.562341325190349,0.578013934011946,0.0874200855609048,0.0390954507826062,0.468894601542417,0.712843522153674,5,FALSE,TRUE,TRUE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.431933279405154,0.595872706112375,0.0872547023645057,0.0390214891687093,0.471979434447301,0.704991587212563,5,TRUE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.331767112784286,0.583866055960298,0.0883891209949612,0.0395288166032374,0.469408740359897,0.683118339876612,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.254829674797935,0.586046918815765,0.0852386982423281,0.0381199047166875,0.477634961439589,0.683118339876612,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.195734178148766,0.593631997971856,0.0841073138413332,0.037613934230826,0.471979434447301,0.683118339876612,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.150343041978733,0.587052748575565,0.0835308999950651,0.0373561541221405,0.466838046272494,0.683118339876612,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.115478198468946,0.584954202179516,0.0934812962934902,0.0418061066274086,0.44318766066838,0.689848569826136,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0886985799018192,0.579626692164415,0.0861678147552265,0.0385354182530592,0.44987146529563,0.677509814918676,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0681292069057962,0.572451714027891,0.0879712583585355,0.0393419427511764,0.446786632390745,0.677509814918676,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0523299114681495,0.573910612683938,0.0838531406220536,0.0375002645115522,0.462210796915167,0.677509814918676,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0401945033361513,0.578109642511976,0.0790063783895944,0.0353327265470407,0.472493573264782,0.677509814918676,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0308733199257026,0.578014668021266,0.0795737670230659,0.0355864704578613,0.467352185089974,0.677509814918676,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0237137370566166,0.572856237767033,0.0856072037996674,0.0382847054119469,0.451413881748072,0.677509814918676,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0182144753639595,0.575986340407751,0.0778585913642868,0.0348194205845847,0.469408740359897,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0139905031413729,0.577112709624676,0.0772713974912896,0.0345568195013861,0.469922879177378,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0107460782832132,0.577541204536299,0.0771715742550563,0.0345121771929957,0.469922879177378,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00825404185268019,0.578972201296426,0.0743955654563722,0.0332707083169967,0.478149100257069,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00633991351172485,0.582676368873053,0.0678177530542134,0.030329021182103,0.499228791773779,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00486967525165863,0.582676368873053,0.0678177530542134,0.030329021182103,0.499228791773779,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00374038810036779,0.583358050302508,0.0728513790313059,0.0325801271537205,0.481748071979435,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00287298483335367,0.583358050302508,0.0728513790313059,0.0325801271537205,0.481748071979435,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00220673406908459,0.583358050302508,0.0728513790313059,0.0325801271537205,0.481748071979435,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00169498815139035,0.583358050302508,0.0728513790313059,0.0325801271537205,0.481748071979435,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.00130191710619008,0.583358050302508,0.0728513790313059,0.0325801271537205,0.481748071979435,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.001,0.583358050302508,0.0728513790313059,0.0325801271537205,0.481748071979435,0.673022994952328,5,FALSE,TRUE,FALSE,0.556851216943666,1,1,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.562341325190349,0.576585415381307,0.0384008394341231,0.0171733774735508,0.524590163934426,0.611602209944751,5,TRUE,TRUE,TRUE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.431933279405154,0.569397274235983,0.0362846080035488,0.0162269700065736,0.526775956284153,0.619399051133368,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.331767112784286,0.565218908749765,0.0398943826091342,0.0178413102868819,0.517486338797814,0.619399051133368,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.254829674797935,0.563324756650015,0.0402823116804185,0.0180147974416499,0.524590163934426,0.619399051133368,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.195734178148766,0.562440778749463,0.0411343789492379,0.0183958535085464,0.524590163934426,0.619399051133368,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.150343041978733,0.564429729025706,0.0393311287449437,0.017589415501098,0.524590163934426,0.619399051133368,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.115478198468946,0.564429729025706,0.0393311287449437,0.017589415501098,0.524590163934426,0.619399051133368,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0886985799018192,0.572701819007853,0.0374139955555329,0.0167320474744093,0.524590163934426,0.620980495519241,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0681292069057962,0.572922813482991,0.0374637687190736,0.0167543067098357,0.524590163934426,0.620980495519241,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0523299114681495,0.574359277571389,0.0379428944072938,0.0169685782315611,0.524590163934426,0.620980495519241,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0401945033361513,0.573143807958129,0.0375199847471111,0.0167794472818591,0.524590163934426,0.620980495519241,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0308733199257026,0.570491874256472,0.0372746460517647,0.016669728481798,0.524590163934426,0.620980495519241,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
0.0237137370566166,0.570491874256472,0.0372746460517647,0.016669728481798,0.524590163934426,0.620980495519241,5,FALSE,TRUE,FALSE,0.559412037907756,1,2,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
