gene,coef,probe_map_hash,model_fingerprint,analysis_key
INHBB,0.295532452418546,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
ATP23,-0.182984399769337,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
CCDC134,-0.197891565913522,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
EIF4A2,0.253079115899791,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
NDUFA9,-0.0854934740708593,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
MSLN,0.182212550990379,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
DCBLD2,0.0387058513831504,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
MCCC2,-0.0689826706134465,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,27dda4cfb18d62289b8c9e57cf98142da4d48e5c47d8b2df848f8a7e2406d1ad,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
