apparent_c_index,median_repeat_oof_c_index,repeat_oof_q1,repeat_oof_q3,repeat_oof_min,repeat_oof_max,ensemble_oof_c_index,ensemble_oof_lower95_conditional,ensemble_oof_upper95_conditional,apparent_to_median_repeat_gap
0.694380851851344,0.595110148463953,0.585664934815688,0.605360741360166,0.578186902819856,0.628086144735219,0.612554320259915,0.568161189335045,0.658754887219556,0.0992707033873907
