status,run_key,nested_analysis_key,input_manifest_sha256,parameter_manifest_sha256,code_manifest_sha256,output_manifest_sha256,started_at_utc,finished_at_utc,detail
complete,b2e747538453cf33b4321109514bdc2f06e38e688e14d1ee434c1677b4f6657c,4e8f7e1e9353e2e23dba3848b3e828f701524e67d43805f47e8cff7cc13c785a,9f2d1cf27d27c194340e7d271f971c893a766c550d8f68baeb8484e5d23a572e,b3009aaa2d26812dd14cdfd02365afab79058d34b4eca6d89a487b7968cbf341,f8dc1e1ede90a802cc9be04b344f5d45fe94dfb677d6ba774c35a1058a4f64da,d989b3a859498d04d7100b2df8cbcdd9a7a106af7068fbae4d5577ac9bd2847d,2026-09-17T15:49:30Z,2026-09-17T18:26:12Z,All registered artifacts passed hash and allow-list validation
